time,integral_c,integral_w
0,0,0
2,312.48597326379,0.019637448383184
4,312.48597327816,0.019637553920987
6,312.4859732955,0.019638149079297
8,312.48597331651,0.01964113883396
10,312.48597331761,0.01965467134131
12,312.48597329573,0.01971403115895
14,312.48597328732,0.01997246635349
16,312.48597328343,0.021089561540661
18,312.4859732828,0.025793836221961
20,312.48597328163,0.044232973368414
